identifier,code_system,disease_code,preferred_name,evs_nci_code,corrected_preferred_name_for_icd9,date_last_created,date_last_updated,site_code,site_name,disease_code_site_code,evs_preferred_name,comments
3198,ICD9,204.8,Other lymphoid leukemia (204.8),C7539,Other lymphoid leukemia ,2019-11-27 16:17:07.189885,,,,,,
2361,ICD10,C81.9,"Hodgkin lymphoma, unspecified",C9357,,2019-11-27 16:16:29.229898,,,,,,
3628,SDC,10015790,"Extragonadal germ cell tumors, NOS",C3918,,2019-11-27 16:17:07.189885,,,,,,
3583,SDC,10001150,Adenocarcinoma of the stomach,C4004,,2019-11-27 16:17:07.189885,,,,,,
2434,ICD10,C85.85,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C3211,,2019-11-27 16:16:29.229898,,,,,,
2485,ICD10,C93.00,"Acute monoblastic/monocytic leukemia, not having achieved remission",C7318,,2019-11-27 16:16:29.229898,,,,,,
2198,ICD10,C53.8,Malignant neoplasm: Overlapping lesion of cervix uteri,C9311,,2019-11-27 16:16:29.229898,,,,,,
3076,ICD9,197.6,Secondary malignant neoplasm of retroperitoneum and peritoneum (197.6),C8615,Secondary malignant neoplasm of retroperitoneum and peritoneum ,2019-11-27 16:17:07.189885,,,,,,
3539,Legacy Codes - CTEP,10038485,Renal neoplasm NOS,C9384,,2019-11-27 16:17:07.189885,,,,,,
6902,ICD-O-3,8230/2,"Ductal carcinoma in situ, solid type",C8294,,2022-05-24 23:11:42.495990,,C25.0,Head of pancreas,8230/2C25.0,Pancreatic Adenocarcinoma,CCCT Internal Mapping
6903,ICD-O-3,8507/2,Intraductal micropapillary carcinoma,C8294,,2022-05-24 23:11:42.495990,,C25.0,Head of pancreas,8507/2C25.0,Pancreatic Adenocarcinoma,CCCT Internal Mapping
2881,ICD9,162.2,Malignant neoplasm of main bronchus (162.2),C4571,Malignant neoplasm of main bronchus ,2019-11-27 16:16:29.229898,,,,,,
2052,ICD10,C37,Malignant neoplasm of thymus,C4962,,2019-11-27 16:16:29.229898,,,,,,
3286,ICD9,225.1,Benign neoplasm of cranial nerves (225.1),C2963,Benign neoplasm of cranial nerves ,2019-11-27 16:17:07.189885,,,,,,
2569,ICD10,D43.0,"Neoplasm of uncertain or unknown behaviour: Brain, supratentorial",C3397,,2019-11-27 16:16:29.229898,,,,,,
2933,ICD9,173.0,Other malignant neoplasm of skin of lip (173.0),C7485,Other malignant neoplasm of skin of lip ,2019-11-27 16:17:07.189885,,,,,,
6904,ICD-O-3,8933/3,Adenosarcoma,C8294,,2022-05-24 23:11:42.495990,,C25.0,Head of pancreas,8933/3C25.0,Pancreatic Adenocarcinoma,CCCT Internal Mapping
3738,SDC,10041115,Adenocarcinoma of the small intestine,C7888,,2019-11-27 16:17:07.189885,,,,,,
2212,ICD10,C57.4,"Malignant neoplasm: Uterine adnexa, unspecified",C4913,,2019-11-27 16:16:29.229898,,,,,,
3767,SDC,10055031,"Vascular tumor, NOS",C7388,,2019-11-27 16:17:07.189885,,,,,,
2436,ICD10,C85.89,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",C3211,,2019-11-27 16:16:29.229898,,,,,,
2683,ICD10,Z13.9,"Special screening examination, unspecified",C15419,,2019-11-27 16:16:29.229898,,,,,,
2501,ICD10,C94.7,Other specified leukaemias,C3161,,2019-11-27 16:16:29.229898,,,,,,
3371,ICD9,577.9,Unspecified disease of pancreas (577.9),C26842,Unspecified disease of pancreas ,2019-11-27 16:17:07.189885,,,,,,
2953,ICD9,173.9,"Other and unspecified malignant neoplasm of skin, site unspecified (173.9)",C2920,"Other and unspecified malignant neoplasm of skin, site unspecified ",2019-11-27 16:17:07.189885,,,,,,
2778,ICD9,146.0,Malignant neoplasm of tonsil (146.0),C7404,Malignant neoplasm of tonsil ,2019-11-27 16:16:29.229898,,,,,,
3536,Legacy Codes - CTEP,10038412,Renal cell carcinoma stage II,C140324,,2019-11-27 16:17:07.189885,,,,,,
3033,ICD9,190.7,Malignant neoplasm of lacrimal duct (190.7),C3567,Malignant neoplasm of lacrimal duct ,2019-11-27 16:17:07.189885,,,,,,
2861,ICD9,158,Malignant neoplasm of retroperitoneum and peritoneum (158),C156711,Malignant neoplasm of retroperitoneum and peritoneum ,2019-11-27 16:16:29.229898,,,,,,
2358,ICD10,C81.70,"Other classical Hodgkin lymphoma, unspecified site",C7164,,2019-11-27 16:16:29.229898,,,,,,
2416,ICD10,C84.7,"Anaplastic large cell lymphoma, ALK-negative",C37194,,2019-11-27 16:16:29.229898,,,,,,
6905,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C9385,,2022-05-24 23:11:42.495990,,C64.9,"Kidney, NOS",8010/2C64.9,Renal Cell Carcinoma,CCCT Internal Mapping
1979,ICD10,C18.4,Malignant neoplasm: Transverse colon,C9242,,2019-11-27 16:16:29.229898,,,,,,
3445,Legacy Codes - CTEP,10012822,Diffuse large B-cell lymphoma refractory,C8853,,2019-11-27 16:17:07.189885,,,,,,
2378,ICD10,C83.1,Mantle cell lymphoma,C4337,,2019-11-27 16:16:29.229898,,,,,,
3711,SDC,10033702,Papillary renal cell carcinoma,C6975,,2019-11-27 16:17:07.189885,,,,,,
3052,ICD9,193,Malignant neoplasm of thyroid gland (193),C7510,Malignant neoplasm of thyroid gland ,2019-11-27 16:17:07.189885,,,,,,
3580,SDC,10000846,"Acute lymphoblastic leukemia, NOS",C3167,,2019-11-27 16:17:07.189885,,,,,,
2986,ICD9,182.8,Malignant neoplasm of other specified sites of body of uterus (182.8),C3556,Malignant neoplasm of other specified sites of body of uterus ,2019-11-27 16:17:07.189885,,,,,,
2362,ICD10,C81.90,"Hodgkin lymphoma, unspecified, unspecified site",C9357,,2019-11-27 16:16:29.229898,,,,,,
2539,ICD10,D13.7,Benign neoplasm: Endocrine pancreas,C27720,,2019-11-27 16:16:29.229898,,,,,,
2277,ICD10,C74.91,Malignant neoplasm of unspecified part of right adrenal gland,C9338,,2019-11-27 16:16:29.229898,,,,,,
2526,ICD10,D03.9,"Melanoma in situ, unspecified",C8423,,2019-11-27 16:16:29.229898,,,,,,
3690,SDC,10029000,"Solid tumor, NOS",C9292,,2019-11-27 16:17:07.189885,,,,,,
2670,ICD10,R97.1,Elevated cancer antigen 125 [CA 125],C142104,,2019-11-27 16:16:29.229898,,,,,,
3596,SDC,10004669,"Cholangiocarcinoma, intrahepatic and extrahepatic bile ducts (adenocarcinoma)",C4436,,2019-11-27 16:17:07.189885,,,,,,
3272,ICD9,213.1,Benign neoplasm of lower jaw bone (213.1),C34417,Benign neoplasm of lower jaw bone ,2019-11-27 16:17:07.189885,,,,,,
3411,Legacy Codes - CTEP,10002240,Anaplastic thyroid cancer,C3878,,2019-11-27 16:17:07.189885,,,,,,
3575,Legacy Codes - CTEP,10066354,Adenocarcinoma of the gastroesophageal junction,C9296,,2019-11-27 16:17:07.189885,,,,,,
2032,ICD10,C34.0,Malignant neoplasm: Main bronchus,C4571,,2019-11-27 16:16:29.229898,,,,,,
2862,ICD9,158.8,Malignant neoplasm of specified parts of peritoneum (158.8),C3538,Malignant neoplasm of specified parts of peritoneum ,2019-11-27 16:16:29.229898,,,,,,
3666,SDC,10025325,Lymphomatoid granulomatosis,C7930,,2019-11-27 16:17:07.189885,,,,,,
2126,ICD10,C44.99,"Other specified malignant neoplasm of skin, unspecified",C2920,,2019-11-27 16:16:29.229898,,,,,,
2914,ICD9,171.3,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip (171.3)",C4867,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip ",2019-11-27 16:17:07.189885,,,,,,
2755,ICD9,142.2,Malignant neoplasm of sublingual gland (142.2),C3527,Malignant neoplasm of sublingual gland ,2019-11-27 16:16:29.229898,,,,,,
3603,SDC,10007508,Carcinosarcoma of the uterus,C42700,,2019-11-27 16:17:07.189885,,,,,,
2374,ICD10,C82.90,"Follicular lymphoma, unspecified, unspecified site",C3209,,2019-11-27 16:16:29.229898,,,,,,
2426,ICD10,C85.2,Mediastinal (thymic) large B-cell lymphoma,C9280,,2019-11-27 16:16:29.229898,,,,,,
2947,ICD9,173.42,Squamous cell carcinoma of scalp and skin of neck (173.42),C133252,Squamous cell carcinoma of scalp and skin of neck ,2019-11-27 16:17:07.189885,,,,,,
2628,ICD10,K22.70,Barrett's esophagus without dysplasia,C95614,,2019-11-27 16:16:29.229898,,,,,,
2169,ICD10,C50.311,Malignant neoplasm of lower-inner quadrant of right female breast,C9335,,2019-11-27 16:16:29.229898,,,,,,
2954,ICD9,173.90,"Unspecified malignant neoplasm of skin, site unspecified (173.90)",C2920,"Unspecified malignant neoplasm of skin, site unspecified ",2019-11-27 16:17:07.189885,,,,,,
3639,SDC,10018204,"Germ cell cancer, NOS",C4925,,2019-11-27 16:17:07.189885,,,,,,
3802,SDC,90600076,AIDS-related Hodgkin lymphoma,C9279,,2019-11-27 16:17:07.189885,,,,,,
2919,ICD9,171.8,Malignant neoplasm of other specified sites of connective and other soft tissue (171.8),C4867,Malignant neoplasm of other specified sites of connective and other soft tissue ,2019-11-27 16:17:07.189885,,,,,,
6906,ICD-O-3,9150/3,Hemangiopericytoma Malig,C4301,,2022-05-24 23:11:42.495990,,C34.0,Main bronchus,9150/3C34.0,Malignant Hemangiopericytoma,CCCT Internal Mapping
2326,ICD10,C7A.1,Malignant poorly differentiated neuroendocrine tumors,C3773,,2019-11-27 16:16:29.229898,,,,,,
2213,ICD10,C57.7,Malignant neoplasm: Other specified female genital organs,C4913,,2019-11-27 16:16:29.229898,,,,,,
2894,ICD9,164.2,Malignant neoplasm of anterior mediastinum (164.2),C3549,Malignant neoplasm of anterior mediastinum ,2019-11-27 16:16:29.229898,,,,,,
2871,ICD9,160.3,Malignant neoplasm of ethmoidal sinus (160.3),C3541,Malignant neoplasm of ethmoidal sinus ,2019-11-27 16:16:29.229898,,,,,,
2180,ICD10,C50.6,Malignant neoplasm: Axillary tail of breast,C9335,,2019-11-27 16:16:29.229898,,,,,,
2557,ICD10,D35.02,Benign neoplasm of left adrenal gland,C3629,,2019-11-27 16:16:29.229898,,,,,,
2521,ICD10,D02.2,Carcinoma in situ: Bronchus and lung,C27467,,2019-11-27 16:16:29.229898,,,,,,
6907,ICD-O-3,9260/3,Ewing sarcoma,C7807,,2022-05-24 23:11:42.495990,,C34.0,Main bronchus,9260/3C34.0,Metastatic Ewing Sarcoma,CCCT Internal Mapping
2235,ICD10,C67.1,Malignant neoplasm: Dome of bladder,C9334,,2019-11-27 16:16:29.229898,,,,,,
2688,ICD10,Z52.3,Bone marrow donor,C153141,,2019-11-27 16:16:29.229898,,,,,,
6908,ICD-O-3,8245/3,Adenocarcinoid tumor,C40145,,2022-05-24 23:11:42.495990,,C54.1,Endometrium,8245/3C54.1,Type I Endometrial Adenocarcinoma,CCCT Internal Mapping
3525,Legacy Codes - CTEP,10035054,Pineal parenchymal neoplasm malignant NOS,C6965,,2019-11-27 16:17:07.189885,,,,,,
2782,ICD9,146.4,Malignant neoplasm of anterior aspect of epiglottis (146.4),C4836,Malignant neoplasm of anterior aspect of epiglottis ,2019-11-27 16:16:29.229898,,,,,,
2268,ICD10,C72.32,Malignant neoplasm of left optic nerve,C3571,,2019-11-27 16:16:29.229898,,,,,,
2360,ICD10,C81.78,"Other classical Hodgkin lymphoma, lymph nodes of multiple sites",C7164,,2019-11-27 16:16:29.229898,,,,,,
3407,Legacy Codes - CTEP,10001415,Adult T-cell lymphoma/leukemia NOS,C3184,,2019-11-27 16:17:07.189885,,,,,,
3611,SDC,10008907,"Graft versus host disease, chronic",C4981,,2019-11-27 16:17:07.189885,,,,,,
7082,ICD10,C86,Other specified types of T/NK-cell lymphoma,C3466,,2022-05-24 23:12:51.286405,,,,,,
2917,ICD9,171.6,Malignant neoplasm of connective and other soft tissue of pelvis (171.6),C4867,Malignant neoplasm of connective and other soft tissue of pelvis ,2019-11-27 16:17:07.189885,,,,,,
2094,ICD10,C43.61,"Malignant melanoma of right upper limb, including shoulder",C3510,,2019-11-27 16:16:29.229898,,,,,,
2673,ICD10,V99,Unspecified transport accident,C34340,,2019-11-27 16:16:29.229898,,,,,,
3228,ICD9,207,Other specified leukemia (207),C3161,Other specified leukemia ,2019-11-27 16:17:07.189885,,,,,,
2042,ICD10,C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",C4571,,2019-11-27 16:16:29.229898,,,,,,
1921,ICD10,C03.9,"Malignant neoplasm: Gum, unspecified",C9317,,2019-11-27 16:16:29.229898,,,,,,
2663,ICD10,R72,"Abnormality of white blood cells, not elsewhere classified",C36987,,2019-11-27 16:16:29.229898,,,,,,
2747,ICD9,141.4,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified (141.4)",C6061,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified ",2019-11-27 16:16:29.229898,,,,,,
2289,ICD10,C76.3,Malignant neoplasm of other and ill-defined sites: Pelvis,C156715,,2019-11-27 16:16:29.229898,,,,,,
2028,ICD10,C32.8,Malignant neoplasm: Overlapping lesion of larynx,C7484,,2019-11-27 16:16:29.229898,,,,,,
2621,ICD10,I20,Angina pectoris,C51221,,2019-11-27 16:16:29.229898,,,,,,
3640,SDC,10018212,Gestational trophoblastic disease,C4699,,2019-11-27 16:17:07.189885,,,,,,
2991,ICD9,183.9,"Malignant neoplasm of uterine adnexa, unspecified (183.9)",C4913,"Malignant neoplasm of uterine adnexa, unspecified ",2019-11-27 16:17:07.189885,,,,,,
3126,ICD9,201.0,Hodgkin's paragranuloma (201.0),C26956,Hodgkin's paragranuloma ,2019-11-27 16:17:07.189885,,,,,,
2128,ICD10,C45.0,Mesothelioma of pleura,C9351,,2019-11-27 16:16:29.229898,,,,,,
2951,ICD9,173.6,"Other and unspecified malignant neoplasm of skin of upper limb, including shoulder (173.6)",C2920,"Other and unspecified malignant neoplasm of skin of upper limb, including shoulder ",2019-11-27 16:17:07.189885,,,,,,
2002,ICD10,C24.0,Malignant neoplasm: Extrahepatic bile duct,C7483,,2019-11-27 16:16:29.229898,,,,,,
2420,ICD10,C85,Other and unspecified types of non-Hodgkin lymphoma,C3211,,2019-11-27 16:16:29.229898,,,,,,
3650,SDC,10021425,"Immune disorder, NOS",C3507,,2019-11-27 16:17:07.189885,,,,,,
2156,ICD10,C49.8,Malignant neoplasm: Overlapping lesion of connective and soft tissue,C4867,,2019-11-27 16:16:29.229898,,,,,,
3637,SDC,10017986,"Gastrointestinal cancer, NOS",C4890,,2019-11-27 16:17:07.189885,,,,,,
3413,Legacy Codes - CTEP,10003890,B precursor type acute leukemia,C8644,,2019-11-27 16:17:07.189885,,,,,,
1981,ICD10,C18.6,Malignant neoplasm: Descending colon,C9242,,2019-11-27 16:16:29.229898,,,,,,
2785,ICD9,146.8,Malignant neoplasm of other specified sites of oropharynx (146.8),C7398,Malignant neoplasm of other specified sites of oropharynx ,2019-11-27 16:16:29.229898,,,,,,
2308,ICD10,C79.31,Secondary malignant neoplasm of brain,C3813,,2019-11-27 16:16:29.229898,,,,,,
2636,ICD10,K90,Intestinal malabsorption,C113483,,2019-11-27 16:16:29.229898,,,,,,
1985,ICD10,C19,Malignant neoplasm of rectosigmoid junction,C7420,,2019-11-27 16:16:29.229898,,,,,,
3032,ICD9,190.6,Malignant neoplasm of choroid (190.6),C3566,Malignant neoplasm of choroid ,2019-11-27 16:17:07.189885,,,,,,
2309,ICD10,C79.49,Secondary malignant neoplasm of other parts of nervous system,C8547,,2019-11-27 16:16:29.229898,,,,,,
2394,ICD10,C83.58,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",C9360,,2019-11-27 16:16:29.229898,,,,,,
3285,ICD9,225.0,Benign neoplasm of brain (225.0),C4781,Benign neoplasm of brain ,2019-11-27 16:17:07.189885,,,,,,
2566,ICD10,D3A.00,Benign carcinoid tumor of unspecified site,C2915,,2019-11-27 16:16:29.229898,,,,,,
3311,ICD9,236.0,Neoplasm of uncertain behavior of uterus (236.0),C3435,Neoplasm of uncertain behavior of uterus ,2019-11-27 16:17:07.189885,,,,,,
6909,ICD-O-3,8380/0,"Endometrioid adenoma, NOS",C6287,,2022-05-24 23:11:42.495990,,C54.1,Endometrium,8380/0C54.1,Endometrial Endometrioid Adenocarcinoma,CCCT Internal Mapping
3659,SDC,10024534,Lip and oral cavity squamous cell carcinoma,C42690,,2019-11-27 16:17:07.189885,,,,,,
2422,ICD10,C85.16,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",C3457,,2019-11-27 16:16:29.229898,,,,,,
3500,Legacy Codes - CTEP,10027410,Mesothelioma malignant NOS,C3234,,2019-11-27 16:17:07.189885,,,,,,
3652,SDC,10021980,Inflammatory breast carcinoma,C4001,,2019-11-27 16:17:07.189885,,,,,,
2602,ICD10,D61.9,"Aplastic anaemia, unspecified",C2870,,2019-11-27 16:16:29.229898,,,,,,
2626,ICD10,K21.0,Gastro-oesophageal reflux disease with oesophagitis,C26781,,2019-11-27 16:16:29.229898,,,,,,
2328,ICD10,C7B.00,"Secondary carcinoid tumors, unspecified site",C6431,,2019-11-27 16:16:29.229898,,,,,,
2658,ICD10,R13.1,Dysphagia,C2980,,2019-11-27 16:16:29.229898,,,,,,
3282,ICD9,220,Benign neoplasm of ovary (220),C2895,Benign neoplasm of ovary ,2019-11-27 16:17:07.189885,,,,,,
3564,Legacy Codes - CTEP,10053650,Bone cancer NOS,C4016,,2019-11-27 16:17:07.189885,,,,,,
6910,ICD-O-3,9364/3,Ewing sarcoma,C3813,,2022-05-24 23:11:42.495990,,C71.0,Cerebrum,9364/3C71.0,Metastatic Malignant Neoplasm In the Brain,CCCT Internal Mapping
3034,ICD9,190.9,"Malignant neoplasm of eye, part unspecified (190.9)",C4767,"Malignant neoplasm of eye, part unspecified ",2019-11-27 16:17:07.189885,,,,,,
1936,ICD10,C09,Malignant neoplasm of tonsil,C7404,,2019-11-27 16:16:29.229898,,,,,,
3678,SDC,10027107,Medulloblastoma,C3222,,2019-11-27 16:17:07.189885,,,,,,
2669,ICD10,R93,Abnormal findings on diagnostic imaging of other body structures,C82547,,2019-11-27 16:16:29.229898,,,,,,
2015,ICD10,C26.9,Malignant neoplasm: Ill-defined sites within the digestive system,C4890,,2019-11-27 16:16:29.229898,,,,,,
2620,ICD10,H02.119,"Cicatricial ectropion of unspecified eye, unspecified eyelid",C26768,,2019-11-27 16:16:29.229898,,,,,,
2956,ICD9,173.92,"Squamous cell carcinoma of skin, site unspecified (173.92)",C4819,"Squamous cell carcinoma of skin, site unspecified ",2019-11-27 16:17:07.189885,,,,,,
6911,ICD-O-3,8720/2,Melanoma in situ,C45652,,2022-05-24 23:11:42.495990,,C34,BRONCHUS AND LUNG,8720/2C34,Lung Melanoma,CCCT Internal Mapping
3576,Legacy Codes - CTEP,80000001,Disease not specified,C2991,,2019-11-27 16:17:07.189885,,,,,,
2981,ICD9,180.9,"Malignant neoplasm of cervix uteri, unspecified (180.9)",C9311,"Malignant neoplasm of cervix uteri, unspecified ",2019-11-27 16:17:07.189885,,,,,,
2748,ICD9,141.5,Malignant neoplasm of junctional zone of tongue (141.5),C3524,Malignant neoplasm of junctional zone of tongue ,2019-11-27 16:16:29.229898,,,,,,
3698,SDC,10029593,"Non-Hodgkin lymphoma, NOS",C3211,,2019-11-27 16:17:07.189885,,,,,,
2365,ICD10,C82,Follicular lymphoma,C3209,,2019-11-27 16:16:29.229898,,,,,,
1956,ICD10,C14.8,"Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx",C7398,,2019-11-27 16:16:29.229898,,,,,,
2275,ICD10,C74.9,"Malignant neoplasm: Adrenal gland, unspecified",C9338,,2019-11-27 16:16:29.229898,,,,,,
2393,ICD10,C83.56,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",C9360,,2019-11-27 16:16:29.229898,,,,,,
3128,ICD9,201.1,Hodgkin's granuloma (201.1),C6914,Hodgkin's granuloma ,2019-11-27 16:17:07.189885,,,,,,
3535,Legacy Codes - CTEP,10038051,Rectal cancer stage IV,C134301,,2019-11-27 16:17:07.189885,,,,,,
2282,ICD10,C75.2,Malignant neoplasm: Craniopharyngeal duct,C79949,,2019-11-27 16:16:29.229898,,,,,,
7083,ICD10,C86.0,"Extranodal NK/T-cell lymphoma, nasal type",C4684,,2022-05-24 23:12:51.286405,,,,,,
2657,ICD10,R13,Dysphagia,C2980,,2019-11-27 16:16:29.229898,,,,,,
2995,ICD9,184.4,"Malignant neoplasm of vulva, unspecified (184.4)",C7502,"Malignant neoplasm of vulva, unspecified ",2019-11-27 16:17:07.189885,,,,,,
2807,ICD9,150.2,Malignant neoplasm of abdominal esophagus (150.2),C4764,Malignant neoplasm of abdominal esophagus ,2019-11-27 16:16:29.229898,,,,,,
3053,ICD9,194.0,Malignant neoplasm of adrenal gland (194.0),C9338,Malignant neoplasm of adrenal gland ,2019-11-27 16:17:07.189885,,,,,,
2941,ICD9,173.22,Squamous cell carcinoma of skin of ear and external auditory canal (173.22),C6083,Squamous cell carcinoma of skin of ear and external auditory canal ,2019-11-27 16:17:07.189885,,,,,,
3755,SDC,10049010,Hepatocellular carcinoma,C3099,,2019-11-27 16:17:07.189885,,,,,,
2796,ICD9,148.1,Malignant neoplasm of pyriform sinus (148.1),C3531,Malignant neoplasm of pyriform sinus ,2019-11-27 16:16:29.229898,,,,,,
3467,Legacy Codes - CTEP,10020231,Hodgkin's disease lymphocyte predominance type stage unspecified,C7258,,2019-11-27 16:17:07.189885,,,,,,
2637,ICD10,L55,Sunburn,C3395,,2019-11-27 16:16:29.229898,,,,,,
2898,ICD9,165.8,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs (165.8),C3576,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs ,2019-11-27 16:16:29.229898,,,,,,
3073,ICD9,197.0,Secondary malignant neoplasm of lung (197.0),C3577,Secondary malignant neoplasm of lung ,2019-11-27 16:17:07.189885,,,,,,
2775,ICD9,145.8,Malignant neoplasm of other specified parts of mouth (145.8),C9314,Malignant neoplasm of other specified parts of mouth ,2019-11-27 16:16:29.229898,,,,,,
2251,ICD10,C70.0,Malignant neoplasm: Cerebral meninges,C4628,,2019-11-27 16:16:29.229898,,,,,,
2584,ICD10,D46.Z,Other myelodysplastic syndromes,C3247,,2019-11-27 16:16:29.229898,,,,,,
3344,ICD9,239.9,"Neoplasm of unspecified nature, site unspecified (239.9)",C3262,"Neoplasm of unspecified nature, site unspecified ",2019-11-27 16:17:07.189885,,,,,,
2910,ICD9,170.9,"Malignant neoplasm of bone and articular cartilage, site unspecified (170.9)",C4016,"Malignant neoplasm of bone and articular cartilage, site unspecified ",2019-11-27 16:17:07.189885,,,,,,
2236,ICD10,C67.4,Malignant neoplasm: Posterior wall of bladder,C9334,,2019-11-27 16:16:29.229898,,,,,,
